id,nombre,nombre_index,autor_id,eid,orcid,documentos,fecha_creacion,citado,citaciones,h_index,co_autores,estado,areas,rango_publicacion,institucion,departamento
272,Karen Lorena Delgado-Muñoz,Delgado-Muñoz K.,57188580985,9-s2.0-57188580985,"",3,10/04/2016,5,5,1,12,update,"Management of Technology and Innovation, Strategy and Management, Energy (all), Computer Science Applications, Business and International Management, Industrial and Manufacturing Engineering, Management Science and Operations Research, Food Science, Geotechnical Engineering and Engineering Geology, Pharmacology, Toxicology and Pharmaceutics (miscellaneous), Applied Microbiology and Biotechnology",2016-2016,Universidad del Cauca,Departamento de Agroindustria
273,C. Zambrano,Zambrano C.,57144147900,9-s2.0-57144147900,"",3,10/03/2016,0,0,0,4,update,"Electrical and Electronic Engineering, Condensed Matter Physics",2004-2004,Universidad del Cauca,Department of Physics
274,Rodrigo Andrés Sarria-Villa,Sarria-Villa R.,56925346800,9-s2.0-56925346800,"",3,05/11/2015,115,115,1,7,update,"Engineering (all), Waste Management and Disposal, Chemical Engineering (miscellaneous), Environmental Chemistry, Process Chemistry and Technology, Environmental Engineering, Pollution",2016-2021,Universidad del Cauca,""
275,Sérgio Samith Tatiana Cruz,Cruz S.,56819338500,9-s2.0-56819338500,"",3,10/09/2015,9,9,2,8,update,Software,2011-2013,Universidad del Cauca,Grupo IDIS
276,Ricardo Córdoba,Córdoba R.,56747571100,9-s2.0-56747571100,"",3,08/08/2015,0,0,0,1,update,"Mathematics (all), Applied Mathematics",2015-2015,Universidad del Cauca,""
277,Gerardo Alfonso Galeano-Triviño,Galeano-Triviño G.,56698402800,9-s2.0-56698402800,"",3,02/07/2015,3,3,1,10,update,Medicine (all),2015-2017,Universidad del Cauca,Facultad de Ciencias de la Salud
278,Oscar Amaury Rojas Alvarado,Rojas Alvarado O.,56682882800,9-s2.0-56682882800,"",3,22/06/2015,10,12,2,3,update,"Hardware and Architecture, Artificial Intelligence, Signal Processing, Computer Vision and Pattern Recognition, Mechanical Engineering",2014-2019,Universidad del Cauca,Department of Electronics
279,Munoz Espana Elena,Elena M.,56682682200,9-s2.0-56682682200,0000-0002-3919-563X,3,22/06/2015,1,1,1,6,update,"Computer Science (all), Mechanical Engineering, Decision Sciences (miscellaneous), Artificial Intelligence, Control and Systems Engineering, Electrical and Electronic Engineering",2010-2019,Universidad del Cauca,""
280,Jorge Alberto Zúñiga-Baos,Zúñiga-Baos J.,56523334000,9-s2.0-56523334000,"",3,26/02/2015,9,9,2,12,update,"Plant Science, Ecology, Evolution, Behavior and Systematics, Ecology, Analytical Chemistry, Organic Chemistry, Biochemistry",2015-2017,Universidad del Cauca,Department of Biology
281,Pilar Rivas-Pava,Rivas-Pava P.,56521685700,9-s2.0-56521685700,0000-0002-3831-5089,3,25/02/2015,19,21,2,5,update,"Ecology, Ecology, Evolution, Behavior and Systematics, Environmental Science (all), Earth and Planetary Sciences (all)",1993-2015,Universidad del Cauca,Department of Biology
282,Juan P. Hoyos,Hoyos J.,56289662700,9-s2.0-56289662700,0000-0002-1844-9127,3,04/08/2014,2,2,1,3,update,"Computer Science (all), Signal Processing, Electrical and Electronic Engineering, Control and Optimization, Computer Networks and Communications, Artificial Intelligence, Engineering (all)",2014-2017,Universidad del Cauca,Facultad de Ingeniería Electrónica y Telecomunicaciones
283,Wilson Muñoz,Muñoz W.,56278553000,9-s2.0-56278553000,"",3,30/07/2014,7,7,2,13,update,"Genetics, Pathology and Forensic Medicine, Cardiology and Cardiovascular Medicine",2014-2018,Universidad del Cauca,Department of Surgery
284,Luis A. Vargas,Vargas L.,56116347800,9-s2.0-56116347800,0000-0003-0573-2502,3,30/04/2014,18,18,2,15,update,"Engineering (all), Process Chemistry and Technology, Physical and Theoretical Chemistry, Chemistry (all), Catalysis, Chemical Engineering (all)",2011-2021,Universidad del Cauca,Grupo de Catálisis
285,Mayra A.V. Reyes,Reyes M.,56085057000,9-s2.0-56085057000,0000-0002-1616-6473,3,06/04/2014,3,3,1,26,update,"Cell Biology, Neuroscience (all), Pharmacology, Toxicology and Pharmaceutics (all), Gastroenterology, Medicine (all), Biophysics, Immunology, Biochemistry, Physiology, Pediatrics, Perinatology and Child Health",2018-2019,Universidad del Cauca,""
286,John J. Quintero-Tapia,Quintero-Tapia J.,56073622400,9-s2.0-56073622400,0000-0002-4535-414X,3,30/03/2014,12,12,2,11,update,"Education, Medicine (all), Social Sciences (all)",2013-2019,Universidad del Cauca,Exactas y de la Educación
287,Jorge Armando Villegas,Villegas J.,55931447100,9-s2.0-55931447100,"",3,28/11/2013,12,12,2,9,update,"Information Systems, Information Systems and Management, Computer Science Applications, Computer Science (all), Software, Theoretical Computer Science",2013-2018,Universidad del Cauca,Information Technology Research Group (GTI)
288,Carolina Gonzáles González-Serrano,González-Serrano C.,55913175700,9-s2.0-55913175700,"",3,14/11/2013,6,6,1,6,update,"Engineering (all), Developmental and Educational Psychology, Education, Artificial Intelligence, Electrical and Electronic Engineering, Computer Science Applications",2013-2016,Universidad del Cauca,""
289,Ingrid Reyes-Carvajal,Reyes-Carvajal I.,55638169900,9-s2.0-55638169900,"",3,09/04/2013,32,32,2,15,update,"Waste Management and Disposal, Public Health, Environmental and Occupational Health, Water Science and Technology, Epidemiology, Civil and Structural Engineering, Toxicology, Environmental Engineering, Pollution, Ecological Modeling",2013-2020,Universidad del Cauca,""
290,Silvio Marino Carvajal-Varona,Carvajal-Varona S.,55628201500,9-s2.0-55628201500,"",3,29/03/2013,39,39,3,11,update,"Waste Management and Disposal, Health, Toxicology and Mutagenesis, Medicine (all), Water Science and Technology, Civil and Structural Engineering, Toxicology, Environmental Engineering, Pollution, Ecological Modeling",2013-2016,Universidad del Cauca,Department of Biology
291,Marco Fidel Sierra-Zúñiga,Sierra-Zúñiga M.,55530768800,9-s2.0-55530768800,"",3,26/12/2012,20,21,2,8,update,"Critical Care and Intensive Care Medicine, Emergency Medicine, Pediatrics, Perinatology and Child Health, Surgery",2013-2020,Universidad del Cauca,Department of Pediatrics
292,Roberto Carlos Naranjo,Naranjo R.,54884553000,9-s2.0-54884553000,"",3,31/01/2012,0,0,0,5,update,"Engineering (all), Building and Construction, Information Systems, Applied Mathematics, Computational Theory and Mathematics, Computer Science Applications",2005-2012,Universidad del Cauca,""
293,Yamid Arley Mera-Velasco,Mera-Velasco Y.,43462225700,9-s2.0-43462225700,0000-0002-5221-8824,3,01/08/2011,10,10,2,8,update,"Insect Science, Museology, Conservation, Ecology, Evolution, Behavior and Systematics",2010-2019,Universidad del Cauca,""
294,Alexander Buendia Astudillo,Buendia Astudillo A.,37096762900,9-s2.0-37096762900,0000-0001-8750-9333,3,12/05/2011,2,2,1,3,update,"Public Administration, Social Sciences (all), Education, Arts and Humanities (all)",2009-2018,Universidad del Cauca,""
295,Carlos Alejandro López Albán,Albán C.,36947618200,9-s2.0-36947618200,"",3,29/06/2011,12,12,2,9,update,"Medicine (all), Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine",2008-2009,"Universidade Federal do Rio Grande do Sul, Centro para la Investigacion en Salud Y Rendimiento Humano ZOE Calidad de Vida, Universidad del Cauca"," ,  ,  "
589,Gabriel Fernando Vargas-Arias,Vargas-Arias G.,57224981241,9-s2.0-57224981241,"",1,02/07/2021,0,0,0,3,new,Engineering (all),2020-2020,Universidad del Cauca,""
297,Béatriz Nates Cruz,Cruz B.,35175548200,9-s2.0-35175548200,"",3,05/12/2009,7,7,2,2,update,"Geography, Planning and Development, Cultural Studies, Agronomy and Crop Science, Language and Linguistics, Economics and Econometrics, Urban Studies, Linguistics and Language",2009-2019,Universidad del Cauca,Universidad de Caldas
298,Rodolfo L. Casas-P,Casas-P R.,34167473100,9-s2.0-34167473100,"",3,10/09/2009,14,14,3,6,update,Obstetrics and Gynecology,2009-2013,Universidad del Cauca,Department of Obstetrics and Gynecology
299,Juan Carlos Corrales,Carlos Corrales J.,26321341200,9-s2.0-26321341200,"",3,29/03/2009,35,36,2,12,update,"Information Systems, Computer Science Applications, Hardware and Architecture, Computer Networks and Communications, Signal Processing, Engineering (all)",2013-2020,Universidad del Cauca,""
300,Sulma L. Mu?oz-Ben?tez,Mu?oz-Ben?tez S.,25930121200,9-s2.0-25930121200,0000-0003-4670-5172,3,10/01/2009,8,8,1,10,update,"Medicine (all), Biochemistry, Genetics and Molecular Biology (all), Cardiology and Cardiovascular Medicine, Health, Toxicology and Mutagenesis, Genetics (clinical), Epidemiology",2008-2018,Universidad del Cauca,Grupo de Investigación en Genética Humana Aplicada
301,Jhon Jairo Realpe,Realpe J.,14059063600,9-s2.0-14059063600,"",3,21/08/2006,0,0,0,7,update,"Condensed Matter Physics, Materials Science (all), Computational Mathematics, Engineering (all), Computer Science (miscellaneous), Electronic, Optical and Magnetic Materials",2006-2018,Universidad del Cauca,Exactas y de la Educación
302,N. Vivas,Vivas N.,12760564900,9-s2.0-12760564900,"",3,13/03/2006,58,58,1,44,update,"Plant Science, Agronomy and Crop Science, Ecology, Evolution, Behavior and Systematics, Animal Science and Zoology",2005-2015,Universidad del Cauca,""
303,Guillermo Andres Ospina,Ospina G.,11738854600,9-s2.0-11738854600,0000-0002-6387-5440,3,16/02/2006,9,9,1,4,update,"Aquatic Science, Sociology and Political Science, Environmental Science (all), Oceanography, Ecology, Gender Studies, Social Sciences (all), Arts and Humanities (miscellaneous), Ecology, Evolution, Behavior and Systematics, Environmental Chemistry, Cultural Studies, History",2006-2016,Universidad del Cauca,""
304,Oscar J. Calderón,Calderón O.,9738024900,9-s2.0-9738024900,"",2,15/12/2005,2,2,1,4,update,"Engineering (all), Computer Networks and Communications, Safety, Risk, Reliability and Quality",2004-2011,Universidad del Cauca,Dpto. de Telecomunicaciones
305,Richard G. Shoemaker,Shoemaker R.,8941050200,9-s2.0-8941050200,"",2,29/11/2005,15,16,2,9,update,"Bioengineering, Media Technology, Medicine (all), Nursing (all)",2005-2005,Universidad del Cauca,Department of Social Medicine and Family Health
306,Alvaro Bastidas,Bastidas A.,8326990200,9-s2.0-8326990200,"",2,29/11/2005,0,0,0,6,update,"Condensed Matter Physics, Aerospace Engineering, Electrical and Electronic Engineering",2003-2004,Universidad del Cauca,Department of Physics
307,Merrem Mosquera,Mosquera M.,7005915331,9-s2.0-7005915331,"",2,28/11/2005,5,5,1,10,update,"",2002-2005,Universidad del Cauca,Department of Internal Medicine
308,María Lilia Díaz Betancourt,Díaz Betancourt M.,6506298754,9-s2.0-6506298754,"",2,02/12/2005,4,4,2,4,update,"Medicine (all), Dermatology",2003-2012,Universidad del Cauca,Department of Pathology
309,José Fernando Solanilla-Duque,Solanilla-Duque J.,56010510500,9-s2.0-56010510500,0000-0001-6664-9134,25,09/02/2014,241,251,6,53,update,"Molecular Biology, Engineering (all), Biotechnology, Agronomy and Crop Science, Materials Science (all), Building and Construction, Engineering (miscellaneous), Pharmacology, Toxicology and Pharmaceutics (miscellaneous), Health Professions  (miscellaneous), Biochemistry, Genetics and Molecular Biology (miscellaneous), Organic Chemistry, Animal Science and Zoology, Microbiology, Horticulture, Food Science, Agricultural and Biological Sciences (miscellaneous), Agricultural and Biological Sciences (all), Analytical Chemistry, Applied Microbiology and Biotechnology, Pharmacology, Health (social science), Forestry, Structural Biology, Environmental Science (miscellaneous), Industrial and Manufacturing Engineering, Biochemistry, Plant Science, Drug Discovery",2011-2021,Universidad del Cauca,""
310,Brayan Reyes Burgos,Reyes Burgos B.,57226116617,9-s2.0-57226116617,"",2,27/07/2021,0,0,0,15,update,"Physical Therapy, Sports Therapy and Rehabilitation, Rheumatology, Health (social science)",2021-2021,Universidad del Cauca,Programa de Medicina
311,D. Orozco,Orozco D.,57225828761,9-s2.0-57225828761,"",2,20/07/2021,1,1,1,4,new,"Atomic and Molecular Physics, and Optics",2008-2008,Universidad del Cauca,Grupo de Óptica Aplicada y Didáctica
312,José F. Sánchez,Sánchez J.,57225749554,9-s2.0-57225749554,"",2,20/07/2021,34,34,2,3,new,"Transportation, Civil and Structural Engineering",2011-2012,Universidad del Cauca,Departamento de Vías y Transporte
313,Alvaro Rendón,Rendón A.,57225278516,9-s2.0-57225278516,"",2,15/07/2021,4,5,1,6,update,"Computer Science (all), Engineering (all), Software, Hardware and Architecture",1995-1997,"Escuela Técnica Superior de Ingenieros de Telecomunicación, Universidad Politécnica de Madrid, Universidad del Cauca"," ,  "
314,Carlos Andres Martos Ojeda,Martos Ojeda C.,57223334878,9-s2.0-57223334878,"",2,18/05/2021,1,1,1,4,update,"Computer Science (all), Materials Science (all), Engineering (all)",2021-2021,Universidad del Cauca,Department of Mathematics
315,Juan David Orozco Burbano,Orozco Burbano J.,57222668982,9-s2.0-57222668982,"",2,11/04/2021,0,0,0,12,update,Rheumatology,2021-2021,Universidad del Cauca,Department of Internal Medicine
316,Bibiana Edivey Castro Franco,Franco B.,57222467892,9-s2.0-57222467892,"",2,25/03/2021,0,0,0,1,update,"Gender Studies, History, Education, Social Sciences (all)",2021-2021,Universidad del Cauca,""
317,E. Matallana,Matallana E.,57222402033,9-s2.0-57222402033,"",2,21/03/2021,34,34,2,4,new,"Electronic, Optical and Magnetic Materials, Analytical Chemistry, Chemical Engineering (all), Condensed Matter Physics, Electrochemistry",2000-2001,Universidad del Cauca,""
318,Luis Fernando Campo-Cobo,Campo-Cobo L.,57222149099,9-s2.0-57222149099,"",2,04/03/2021,0,0,0,4,update,"Polymers and Plastics, Filtration and Separation, Analytical Chemistry, Materials Chemistry",2021-2021,Universidad del Cauca,Department of Chemistry
319,Líder Julián Rojas-Bolaños,Rojas-Bolaños L.,57222138281,9-s2.0-57222138281,"",2,03/03/2021,0,0,0,2,update,"Engineering (all), Computer Science (all)",2020-2020,Universidad del Cauca,""
320,Karen Leonor Angel-Camilo,Angel-Camilo K.,57220155481,9-s2.0-57220155481,0000-0001-5517-5674,2,08/12/2020,3,3,1,19,update,"Toxicology, Cell Biology, Biochemistry, Physiology, Health, Toxicology and Mutagenesis, Aquatic Science, Animal Science and Zoology",2020-2021,Universidad del Cauca,Exact and Educational Sciences
321,Ana Milena Bravo,Bravo A.,57220047916,9-s2.0-57220047916,"",2,01/12/2020,1,1,1,12,update,"Health Policy, Infectious Diseases, Transplantation, Public Health, Environmental and Occupational Health",2021-2021,"Clínica Nueva, Hospital Universitario San José, Universidad del Cauca"," ,  ,  "
375,Andrea Ortiz,Ortiz A.,57204632582,9-s2.0-57204632582,"",2,17/11/2018,1,1,1,3,update,"Theoretical Computer Science, Computer Science (all)",2018-2019,Universidad del Cauca,Department of Systems
322,Christian Gómez,Gómez C.,57219686598,9-s2.0-57219686598,0000-0002-7311-8478,2,05/11/2020,2,3,1,2,update,"Applied Mathematics, Modeling and Simulation, Analysis, Computational Mathematics, Computational Theory and Mathematics",2021-2021,Universidad del Cauca,""
323,Sebastián Vásquez,Vásquez S.,57219658228,9-s2.0-57219658228,"",2,03/11/2020,0,0,0,4,update,Computer Science (all),2020-2020,Universidad del Cauca,Grupo de Investigación GTI
324,Carlos Orozco,Orozco C.,57219654006,9-s2.0-57219654006,0000-0003-2615-3294,2,03/11/2020,0,0,0,4,update,Computer Science (all),2020-2020,Universidad del Cauca,Grupo de Investigación GTI
325,León Santiago Díez Chamorro,Chamorro L.,57219514540,9-s2.0-57219514540,"",2,27/10/2020,0,0,0,12,update,"Anesthesiology and Pain Medicine, Obstetrics and Gynecology",2020-2020,Universidad del Cauca,Médico y cirujano
326,Adriana Lucia Valdez-Fenández,Valdez-Fenández A.,57219404729,9-s2.0-57219404729,0000-0002-3314-3804,2,20/10/2020,1,1,1,0,update,"Nursing (miscellaneous), Cultural Studies, History, Anthropology",2019-2020,"Universidad del Cauca, Universidad del Cauca, Universidad del Cauca","Facultad de Ciencias de la Salud,  , Departamento de Enfermería"
