nombre,nombre_index,autor_id,eid,orcid,documentos,fecha_creacion,documentos_citados,citaciones,h_index,co_autores,estado,areas,rango_publicacion,institucion,affil_id,departamento
Nathalia A. Girón,Girón N.,57209269556,9-s2.0-57209269556,,2,17/06/2019,11,11,1,2,update,"Health Informatics, Health Information Management, Public Health, Environmental and Occupational Health, Health, Toxicology and Mutagenesis, Biomedical Engineering, Pollution",2019-2020,Universidad del Cauca,104717554,Telematics Department
L. Carlos Alberto Cobos,Carlos Alberto Cobos L.,57219657545,9-s2.0-57219657545,,1,03/11/2020,0,0,0,3,new,Computer Science (all),2020-2020,Universidad del Cauca,60051434,
Paola A. Orozco-Sánchez,Orozco-Sánchez P.,57194490134,9-s2.0-57194490134,,1,19/06/2017,2,2,1,4,update,"Health Information Management, Biomedical Engineering, Health Informatics",2017-2017,Universidad del Cauca,104717554,Telematics Department
Oscar R. Anacona,Anacona O.,55600491800,9-s2.0-55600491800,,1,27/02/2013,1,1,1,3,new,"Industrial and Manufacturing Engineering, Materials Science (all)",2013-2013,Universidad del Cauca,104717527,Department of Physics
Juan Manuel Arévalo Viveros,Viveros J.,57211341634,9-s2.0-57211341634,,2,22/10/2019,3,3,1,2,update,"Visual Arts and Performing Arts, Business and International Management, Economics, Econometrics and Finance (all), Strategy and Management",2019-2020,Universidad del Cauca,125810741,Estudios Interdisciplinarios del Desarrollo
John J. Quintero-Tapia,Quintero-Tapia J.,56073622400,9-s2.0-56073622400,0000-0002-4535-414X,4,30/03/2014,17,17,2,12,update,"Education, Medicine (all), Social Sciences (all)",2013-2019,Universidad del Cauca,60051434,
Yamid Arley Mera-Velasco,Mera-Velasco Y.,43462225700,9-s2.0-43462225700,0000-0002-5221-8824,3,01/08/2011,15,15,2,8,update,"Insect Science, Museology, Conservation, Ecology, Evolution, Behavior and Systematics",2010-2019,Universidad del Cauca,60051434,
Fredy Mauricio Guerrero Cordoba,Cordoba F.,57192643966,9-s2.0-57192643966,,1,02/01/2017,0,0,0,3,update,"Education, Human-Computer Interaction, Computer Science Applications",2016-2016,Universidad del Cauca,104717552,Departamento de Telemática
Jorge Iván Puerta-Guarín,Puerta-Guarín J.,57201113355,9-s2.0-57201113355,,1,16/03/2018,8,8,1,4,update,"Radiology, Nuclear Medicine and Imaging, Internal Medicine",2018-2018,Universidad del Cauca,109510232,Department of Anesthesiology
Tulio Enrique Rojas-Curieux,Rojas-Curieux T.,37103919700,9-s2.0-37103919700,0000-0002-2724-6022,11,16/05/2011,6,6,2,25,update,"Language and Linguistics, Theoretical Computer Science, Education, Engineering (all), Business, Management and Accounting (all), Linguistics and Language, Information Systems, Computer Networks and Communications, Sociology and Political Science, Arts and Humanities (all), Software, Economics, Econometrics and Finance (all), Computer Science (all), Social Sciences (all), Information Systems and Management, Human-Computer Interaction",2006-2022,Universidad del Cauca,60051434,
Carlos C. Cerón Valdivieso,Cerón Valdivieso C.,57203391942,9-s2.0-57203391942,,2,21/08/2018,22,22,1,4,update,"Computer Networks and Communications, Communication, Mathematics (all), Electrical and Electronic Engineering, Law, Computer Science (all)",2018-2018,Universidad del Cauca,60051434,
Andrés Mauricio Salazar-Piedrahíta,Salazar-Piedrahíta A.,57211910544,9-s2.0-57211910544,,1,26/11/2019,0,0,0,1,new,Computer Science (all),2019-2019,Universidad del Cauca,121998203,Grupo de I+D en Tecnologías de la Información (GTI)
María Del Mar Osorio Arias,Osorio Arias M.,57884470300,9-s2.0-57884470300,0000-0001-6276-5453,1,22/09/2022,0,0,0,1,update,Arts and Humanities (all),2022-2022,Fundacion Universitaria de Popayán,60108709,
Eduardo Andrés Chilito,Chilito E.,57201850740,9-s2.0-57201850740,,1,08/05/2018,3,3,1,0,new,"Sociology and Political Science, Political Science and International Relations, History",2018-2018,Universidad del Cauca,60051434,
Simon Bedoya,Bedoya S.,57200211018,9-s2.0-57200211018,,1,13/01/2018,1,1,1,3,new,"Computer Networks and Communications, Computer Science Applications, Signal Processing",2017-2017,Universidad del Cauca,104717561,Grupo de Ingeniería Telemática
Manuel Maca,Maca M.,56565499000,9-s2.0-56565499000,,1,29/03/2015,8,8,1,4,update,"Information Systems and Management, Developmental and Educational Psychology, Management Information Systems, Information Systems, Arts and Humanities (miscellaneous)",2015-2015,Universidad del Cauca,114186199,Sector Tulcán Office 450
Rosana Pérez,Pérez R.,7402544067,9-s2.0-7402544067,,9,30/11/2005,30,31,3,8,update,"Analysis, Energy (all), Physics and Astronomy (all), Biochemistry, Genetics and Molecular Biology (all), History and Philosophy of Science, Chemistry (all), Applied Mathematics, Agricultural and Biological Sciences (all), Modeling and Simulation, Computational Mathematics, Multidisciplinary, Earth and Planetary Sciences (all), Mathematics (all), Numerical Analysis",1999-2023,Universidad del Cauca,104717531,Department of Mathematics
L. Zambrano-Polanco,Zambrano-Polanco L.,6504095922,9-s2.0-6504095922,,1,28/11/2005,13,13,1,5,update,"Agronomy and Crop Science, Plant Science",2000-2000,Universidad del Cauca,60051434,
Patricia E. Vélez-Varela,Vélez-Varela P.,26640787700,9-s2.0-26640787700,0000-0003-3470-8704,6,20/06/2009,43,47,4,21,update,"Biochemistry, Biochemistry, Genetics and Molecular Biology (all), Medicine (all), Genetics, Agricultural and Biological Sciences (all), Molecular Biology, Biotechnology",2009-2020,Universidad del Cauca,104717530,Department of Biology
Stivens Antonio Dionizio Solarte,Solarte S.,57205705428,9-s2.0-57205705428,,1,12/02/2019,1,1,1,4,update,Computer Science (all),2019-2019,Institución Universitaria Colegio Mayor del Cauca,122139041,Facultad de Ingeniería
J. Carvajal,Carvajal J.,57197318388,9-s2.0-57197318388,,1,20/11/2017,0,0,0,1,new,Animal Science and Zoology,2008-2008,Universidad del Cauca,60051434,
Luis Fernando Pedraza,Pedraza L.,57215331689,9-s2.0-57215331689,,1,08/03/2020,0,0,0,3,new,"Electrical and Electronic Engineering, Surfaces, Coatings and Films, Metals and Alloys, Agronomy and Crop Science, Ecology, Renewable Energy, Sustainability and the Environment, Electronic, Optical and Magnetic Materials, Energy Engineering and Power Technology",2019-2019,Fundacion Universitaria de Popayán,123794580,Programa de Ingeniería Industrial
Diego Fabián Joaqui-Daza,Joaqui-Daza D.,56656590100,9-s2.0-56656590100,,5,02/06/2015,9,12,2,13,update,"Management Science and Operations Research, Management of Technology and Innovation, Applied Microbiology and Biotechnology, Biotechnology, Pharmacology, Toxicology and Pharmaceutics (all), Bioengineering, Business and International Management, Food Science",2015-2016,Universidad del Cauca,104717562,Departamento de Agroindustria
Diego Andres Campo Ceballos,Ceballos D.,56116343100,9-s2.0-56116343100,0000-0001-7458-5820,3,30/04/2014,2,2,1,9,update,"Mechanical Engineering, Industrial and Manufacturing Engineering, Electrical and Electronic Engineering, Agricultural and Biological Sciences (all), Control and Optimization, Computer Science (all), Engineering (all)",2011-2020,Umversidad Del Cauca-DCE,125634231,GlSI-Umcomfacauca
Jorge Sotelo-Daza,Sotelo-Daza J.,57470367300,9-s2.0-57470367300,,1,05/03/2022,0,0,0,2,new,"Health Policy, Health Professions  (miscellaneous), Public Health, Environmental and Occupational Health, Health (social science), Community and Home Care",2022-2022,Universidad del Cauca,60051434,
Jovanna Vanessa Ramos-Angulo,Ramos-Angulo J.,57221535743,9-s2.0-57221535743,,2,20/01/2021,0,0,0,4,update,"Biochemistry, Genetics and Molecular Biology (all), Energy (all), Chemistry (all), Agricultural and Biological Sciences (all), Mathematics (all), Earth and Planetary Sciences (all), Physics and Astronomy (all), Public Health, Environmental and Occupational Health, History and Philosophy of Science",2020-2022,Universidad del Cauca,104717530,Department of Biology
María Miño,Miño M.,57205099764,9-s2.0-57205099764,,2,21/12/2018,10,10,1,4,update,"Computer Science (all), Theoretical Computer Science, Cognitive Neuroscience, Neurology, Computer Science Applications",2018-2020,Universidad del Cauca,60051434,
Diana Carolina Urbano,Urbano D.,57936372800,9-s2.0-57936372800,,1,28/10/2022,0,0,0,4,new,Medicine (all),2022-2022,Hospital Universitario San José,117008946,
A. Leandro Flórez,Leandro Flórez A.,57215082105,9-s2.0-57215082105,,1,03/03/2020,1,1,1,4,new,"Computer Vision and Pattern Recognition, Software, Computer Networks and Communications, Human-Computer Interaction",2019-2019,Universidad del Cauca,60051434,
Julian Solarte-Rivera,Solarte-Rivera J.,57202493713,9-s2.0-57202493713,,1,21/06/2018,3,3,1,4,new,"Information Systems, Information Systems and Management, Business and International Management, Control and Systems Engineering, Management Information Systems, Modeling and Simulation",2018-2018,Universidad del Cauca,60051434,
Henry Muñoz-Collazos,Muñoz-Collazos H.,56286762200,9-s2.0-56286762200,,1,04/08/2014,85,85,1,5,update,"Computer Science Applications, Control and Systems Engineering, Software, Theoretical Computer Science, Artificial Intelligence, Information Systems and Management",2014-2014,Universidad del Cauca,109529772,Sector Tulcán Office 422 FIET
J. Possos-Mutumbajoy,Possos-Mutumbajoy J.,57220870897,9-s2.0-57220870897,,1,22/12/2020,0,0,0,5,new,"Physical Therapy, Sports Therapy and Rehabilitation",2020-2020,Hospital Susana López de Valencia,117723547,
Ángela F. Villareal,Villareal Á.,57191036648,9-s2.0-57191036648,,2,13/09/2016,6,6,1,7,update,"Software, Computer Networks and Communications, Electrical and Electronic Engineering, Human-Computer Interaction, Computer Vision and Pattern Recognition, Computer Science (all)",2014-2019,Universidad del Cauca,60051434,
Hurtado Guaca,Guaca H.,24767544100,9-s2.0-24767544100,,1,13/09/2008,1,1,1,4,update,"Computer Networks and Communications, Communication",2006-2006,Universidad del Cauca,104717561,Grupo de Ingeniería Telemática
W. A. Ocampo,Ocampo W.,57226775835,9-s2.0-57226775835,,1,20/08/2021,1,1,1,2,new,"Building and Construction, Materials Science (all), Civil and Structural Engineering",2001-2001,Universidad del Cauca,126736747,Department of Environmental Engineering
Pablo E Giraldo Bustamante,Bustamante P.,57192641522,9-s2.0-57192641522,,1,02/01/2017,0,0,0,4,new,"Computer Science Applications, Human-Computer Interaction, Education",2016-2016,Universidad del Cauca,60051434,
Andres Felipe Ruiz Velazco,Velazco A.,56051563600,9-s2.0-56051563600,,1,08/03/2014,1,1,1,2,update,"Control and Systems Engineering, Computer Science (all)",2014-2014,Universidad del Cauca,60051434,
Rosa Amalia Dueñas-Cuéllar,Dueñas-Cuéllar R.,56584451800,9-s2.0-56584451800,,8,15/04/2015,37,37,4,34,update,"Gastroenterology, Microbiology (medical), Structural Biology, Process Chemistry and Technology, Infectious Diseases, Health, Toxicology and Mutagenesis, Chemical Engineering (miscellaneous), Biochemistry, Parasitology, Waste Management and Disposal, Pollution, Toxicology, Medicine (all)",2015-2022,Universidad del Cauca,106615462,Department of Pathology
Viviana Carolina Gómez Lozano,Gómez Lozano V.,56709538900,9-s2.0-56709538900,,1,12/07/2015,2,2,1,3,update,"Health (social science), Medicine (miscellaneous)",2015-2015,Universidad del Cauca,60051434,
Lucía Arroyo Castillo,Castillo L.,57962128700,9-s2.0-57962128700,,1,20/11/2022,0,0,0,2,new,"Anesthesiology and Pain Medicine, Critical Care and Intensive Care Medicine",2022-2022,"Universidad del Cauca, Pontificia Universidad Javeriana, Cali","128842984, 126878194","Speech Pathology Department, MPH programme Public Health"
Apolinar Figueroa,Figueroa A.,56419849400,9-s2.0-56419849400,0000-0003-3586-8187,36,28/11/2014,302,342,9,72,update,"Computer Vision and Pattern Recognition, Management of Technology and Innovation, Computer Science (all), Renewable Energy, Sustainability and the Environment, History and Philosophy of Science, Industrial and Manufacturing Engineering, Geography, Planning and Development, Statistics, Probability and Uncertainty, Pollution, Information Systems, Strategy and Management, Energy Engineering and Power Technology, Environmental Science (all), Physics and Astronomy (all), Earth and Planetary Sciences (miscellaneous), Insect Science, Biochemistry, Genetics and Molecular Biology (all), Agronomy and Crop Science, Computational Theory and Mathematics, Microbiology, Management Information Systems, Environmental Chemistry, Computer Science Applications, Earth-Surface Processes, Control and Systems Engineering, Engineering (all), Biochemistry, Management Science and Operations Research, Waste Management and Disposal, Management, Monitoring, Policy and Law, Earth and Planetary Sciences (all), Mathematics (all), Multidisciplinary, Environmental Science (miscellaneous), Computers in Earth Sciences, Soil Science, Business and International Management, Computer Networks and Communications, Aquatic Science, Theoretical Computer Science, Energy (all), Environmental Engineering, Information Systems and Management, Instrumentation, Hardware and Architecture, Nature and Landscape Conservation, Forestry, Modeling and Simulation, Computer Science (miscellaneous), Signal Processing, Materials Science (all), Water Science and Technology, Chemistry (all), Agricultural and Biological Sciences (all), Education, Atmospheric Science",2011-2023,Universidad del Cauca,60051434,
Erwin Meza Vega,Vega E.,55930119900,9-s2.0-55930119900,,1,28/11/2013,0,0,0,4,update,"Information Systems and Management, Information Systems",2013-2013,Universidad del Cauca,104717566,Systems Department FIET
Brandón Rosero López,López B.,57195287943,9-s2.0-57195287943,,1,10/08/2017,5,5,1,3,new,"Nutrition and Dietetics, Food Science",2017-2017,Universidad del Cauca,104717528,Department of Chemistry
Eduar Fernando Hoyos-Zuniga,Hoyos-Zuniga E.,57221469324,9-s2.0-57221469324,,1,18/01/2021,0,0,0,2,new,"Communication, Electrical and Electronic Engineering, Computer Networks and Communications",2020-2020,Universidad del Cauca,125319953,Research Group in New Technologies in Telecommunications - GNTT
Anderson Buitrón P,Buitrón P A.,57222134709,9-s2.0-57222134709,,1,03/03/2021,0,0,0,2,new,Computer Science (all),2020-2020,Universidad del Cauca,60051434,
Eduarth Yessid Cuero Riascos,Cuero Riascos E.,58107758000,9-s2.0-58107758000,,1,24/02/2023,0,0,0,8,new,Psychiatry and Mental Health,2023-2023,Universidad del Cauca,60051434,
Sergio Andrés Lozano,Lozano S.,57218126970,9-s2.0-57218126970,,1,21/07/2020,7,7,1,3,new,"Business and International Management, Management of Technology and Innovation",2020-2020,Corporación Universitaria Comfacauca,119181814,
M. Diego A. Bravo,Bravo M.,57189598397,9-s2.0-57189598397,0000-0001-7041-3183,19,15/06/2016,29,41,4,11,update,"Multidisciplinary, Computer Science Applications, Signal Processing, Computer Science (all), Industrial and Manufacturing Engineering, Civil and Structural Engineering, Hardware and Architecture, Control and Optimization, Modeling and Simulation, Biomedical Engineering, Software, Mechanics of Materials, Engineering (all), Artificial Intelligence, Mechanical Engineering, Education, Control and Systems Engineering, Energy Engineering and Power Technology, Electrical and Electronic Engineering, Physics and Astronomy (all), Computer Networks and Communications",2013-2022,Universidad del Cauca,60051434,
John Jader Núñez Enríquez,Enríquez J.,57219605728,9-s2.0-57219605728,,1,31/10/2020,0,0,0,5,new,Anesthesiology and Pain Medicine,2020-2020,Hospital Universitario San José,101775869,
Esteban Martinez,Martinez E.,56780917700,9-s2.0-56780917700,,1,22/08/2015,2,2,1,4,update,"Health Informatics, Health Information Management, Biomedical Engineering",2015-2015,Universidad del Cauca,114213894,Computational Intelligence Research Group
C. José Julio Tobar,José Julio Tobar C.,57219656271,9-s2.0-57219656271,,1,03/11/2020,0,0,0,3,new,Computer Science (all),2020-2020,Universidad del Cauca,60051434,
Jhon A. Sánchez-Taborda,Sánchez-Taborda J.,57205575928,9-s2.0-57205575928,,3,01/02/2019,5,5,2,5,update,"Plant Science, Ecology, Evolution, Behavior and Systematics",2019-2020,Fundación Ecohabitats,101726347,
Luis Alexander Peña-López,Peña-López L.,57940985400,9-s2.0-57940985400,,1,31/10/2022,9,9,1,6,new,"Advanced and Specialized Nursing, Critical Care Nursing, Critical Care and Intensive Care Medicine, Anesthesiology and Pain Medicine",2020-2020,Hospital Susana López de Valencia,128779104,Department of Intensive Care
Mónica Lised Fuentes Rengifo,Rengifo M.,57189094871,9-s2.0-57189094871,,1,13/05/2016,0,0,0,3,update,"Education, Linguistics and Language, Language and Linguistics",2015-2015,Universidad del Cauca,104717546,Facultad de Ciencias de la Salud
Andres Felipe Cruz Eraso,Cruz Eraso A.,57192587094,9-s2.0-57192587094,,2,01/01/2017,0,0,0,4,update,"Education, Modeling and Simulation, Artificial Intelligence, Computer Science Applications, Developmental and Educational Psychology, Media Technology",2016-2019,Universidad del Cauca,114213894,Computational Intelligence Research Group
Oscar Rodríguez-Bastidas,Rodríguez-Bastidas O.,57224971096,9-s2.0-57224971096,,1,02/07/2021,0,0,0,1,new,Engineering (all),2020-2020,Universidad del Cauca,60051434,
John Felipe Ramírez,Ramírez J.,56677216400,9-s2.0-56677216400,,1,18/06/2015,7,7,1,3,update,"Sociology and Political Science, Political Science and International Relations, Geography, Planning and Development",2014-2014,Fundacion Universitaria de Popayán,60108709,
María Isabel Casas,Casas M.,25929813200,9-s2.0-25929813200,,1,10/01/2009,3,3,1,5,new,,2008-2008,Universidad del Cauca,106615462,Department of Pathology
Katherine Vanessa Jiménez-Orrego,Jiménez-Orrego K.,57194705953,9-s2.0-57194705953,,1,11/07/2017,2,2,1,4,new,Medicine (all),2017-2017,Universidad del Cauca,104717547,Departmento de Medicina Interna
Maria Paula Bucheli Fuentes,Fuentes M.,57221476482,9-s2.0-57221476482,,1,18/01/2021,1,1,1,2,new,"Electrical and Electronic Engineering, Computer Networks and Communications, Communication",2020-2020,Universidad del Cauca,109856659,Department of Telecommunications
